trade_date,ts_code,open,high,low,close,pre_close,change,pct_chg,vol,amount,turnover_rate,volume_ratio,ma5,ma_v_5,ma10,ma_v_10,ma13,ma_v_13,ma21,ma_v_21,ma30,ma_v_30,ma60,ma_v_60,ma120,ma_v_120
20110104,002395.SZ,9.6092,9.6185,9.4851,9.4851,9.5813,-0.0962000000000014,-1.004,9155.71,28156.3145,4.0692,1.31,,,,,,,,,,,,,,
20110105,002395.SZ,9.4851,9.5906,9.3393,9.3797,9.4851,-0.1053999999999995,-1.1112,7209.81,21975.1788,3.2044,1.04,,,,,,,,,,,,,,
20110106,002395.SZ,9.3797,9.4758,9.3455,9.4076,9.3797,0.027900000000000702,0.2975,6496.1,19710.95,2.8872,0.97,,,,,,,,,,,,,,
20110107,002395.SZ,9.3921,9.451,9.1501,9.2401,9.4076,-0.16750000000000043,-1.7805,5409.62,16280.5341,2.4043,0.78,,,,,,,,,,,,,,
20110110,002395.SZ,9.206,9.3052,9.0012,9.0292,9.2401,-0.21090000000000053,-2.2824,5541.12,16372.5667,2.4627,0.82,9.3083,6762.472,,,,,,,,,,,,
20110111,002395.SZ,8.9237,9.0509,8.84,8.9826,9.0292,-0.04659999999999975,-0.5161,4278.57,12306.4938,1.9016,0.63,9.2078,5787.044,,,,,,,,,,,,
20110112,002395.SZ,8.933,9.0571,8.8896,9.054,8.9826,0.07140000000000057,0.7949,14178.39,40785.1152,6.3015,2.45,9.1427,7180.76,,,,,,,,,,,,
20110113,002395.SZ,9.0261,9.2928,9.0261,9.2029,9.054,0.14889999999999937,1.6446,10565.89,31417.5473,4.696,1.47,9.1018,7994.718,,,,,,,,,,,,
20110114,002395.SZ,9.1191,9.1967,8.871,8.933,9.2029,-0.2698999999999998,-2.9328,5942.52,17188.9301,2.6411,0.74,9.0403,8101.298,,,,,,,,,,,,
20110117,002395.SZ,8.902,8.9857,8.5608,8.6849,8.933,-0.2480999999999991,-2.7773,4718.0,13222.2557,2.0969,0.58,8.9715,7936.674,9.1399,7349.573,,,,,,,,,,
20110118,002395.SZ,8.6849,8.7562,8.5608,8.6849,8.6849,0.0,0.0,2407.9,6735.8298,1.0702,0.3,8.9119,7562.54,9.0599,6674.792,,,,,,,,,,
20110119,002395.SZ,8.7004,8.7996,8.6818,8.7965,8.6849,0.11159999999999926,1.285,4088.05,11522.4313,1.8169,0.54,8.8604,5544.472,9.0016,6362.616,,,,,,,,,,
20110120,002395.SZ,8.7159,8.7903,8.3375,8.3747,8.7965,-0.4217999999999993,-4.7951,4641.75,12792.3959,2.063,0.84,8.6948,4359.644,8.8983,6177.181,9.0196,6510.2638,,,,,,,,
20110121,002395.SZ,8.3747,8.5143,8.3375,8.3437,8.3747,-0.031000000000000583,-0.3702,2498.91,6768.3721,1.1106,0.57,8.5769,3670.922,8.8086,5886.11,8.9318,5998.2023,,,,,,,,
20110124,002395.SZ,8.3747,8.5298,8.1266,8.1607,8.3437,-0.18299999999999983,-2.1933,4313.29,11544.9526,1.917,1.17,8.4721,3589.98,8.7218,5763.327,8.8381,5775.3931,,,,,,,,
20110125,002395.SZ,8.1328,8.2413,8.0552,8.1576,8.1607,-0.0030999999999998806,-0.038,4845.84,12706.8119,2.1537,1.35,8.3666,4077.568,8.6393,5820.054,8.7419,5648.45,,,,,,,,
20110126,002395.SZ,8.1576,8.3127,8.1576,8.2909,8.1576,0.1333000000000002,1.6341,2776.02,7362.666,1.2338,0.68,8.2655,3815.162,8.563,4679.817,8.6689,5445.8654,,,,,,,,
20110127,002395.SZ,8.1948,8.4367,8.0955,8.263,8.2909,-0.027900000000000702,-0.3365,3813.53,10238.5364,1.6949,1.0,8.2432,3649.518,8.469,4004.581,8.61,5312.9738,,,,,,,,
20110128,002395.SZ,8.3747,8.3747,8.2723,8.3375,8.263,0.07450000000000045,0.9016,2724.06,7316.1377,1.2107,0.75,8.2419,3694.548,8.4094,3682.735,8.5603,5193.3962,,,,,,,,
20110131,002395.SZ,8.2909,8.415,8.2196,8.3313,8.3375,-0.006199999999999761,-0.0744,3800.46,10184.2306,1.6891,1.03,8.2761,3591.982,8.3741,3590.981,8.5047,4395.0938,,,,,,,,
20110201,002395.SZ,8.2723,8.4367,8.2723,8.3933,8.3313,0.06199999999999939,0.7442,4198.85,11327.2523,1.8662,1.17,8.3232,3462.584,8.3449,3770.076,8.4425,3905.3215,8.7397,5409.7329,,,,,,
20110209,002395.SZ,8.3158,8.4119,8.2196,8.2258,8.3933,-0.16750000000000043,-1.9956,2388.11,6419.4234,1.0614,0.69,8.3102,3385.002,8.2878,3600.082,8.3881,3631.9054,8.6797,5087.4662,,,,,,
20110210,002395.SZ,8.2041,8.6011,8.2041,8.567,8.2258,0.3412000000000006,4.1479,6310.04,17253.9646,2.8045,1.86,8.371,3884.304,8.3071,3766.911,8.379,3754.37,8.641,5044.62,,,,,,
20110211,002395.SZ,8.567,8.9485,8.567,8.7965,8.567,0.22949999999999982,2.6789,6459.1,18214.6675,2.8707,1.66,8.4628,4631.312,8.3524,4162.93,8.3876,4066.0008,8.6119,5042.8581,,,,,,
20110214,002395.SZ,8.7965,8.933,8.7469,8.8586,8.7965,0.062099999999999156,0.706,8301.98,23723.8347,3.6898,1.79,8.5682,5531.616,8.4221,4561.799,8.3924,4390.1492,8.5937,5180.5895,,,,,,
20110215,002395.SZ,8.8617,8.8989,8.7872,8.7965,8.8586,-0.062099999999999156,-0.701,5513.51,15685.8365,2.4504,1.0,8.6489,5794.548,8.486,4628.566,8.4248,4457.2077,8.5827,5179.2748,,,,,,
20110216,002395.SZ,8.7965,8.902,8.719,8.8865,8.7965,0.08999999999999986,1.0231,4214.28,11973.2392,1.873,0.73,8.781,6159.782,8.5456,4772.392,8.4666,4589.1592,8.5781,5176.2133,,,,,,
20110217,002395.SZ,8.8896,8.933,8.75,8.8679,8.8865,-0.018599999999999284,-0.2093,4680.17,13319.5722,2.0801,0.76,8.8412,5833.808,8.6061,4859.056,8.521,4617.3808,8.5692,4723.9171,,,,,,
20110218,002395.SZ,8.8275,8.8679,8.7252,8.7438,8.8679,-0.12410000000000032,-1.3994,3611.26,10227.9897,1.605,0.62,8.8307,5264.24,8.6467,4947.776,8.566,4522.4131,8.5474,4392.7443,,,,,,
20110221,002395.SZ,8.7407,8.9702,8.6849,8.9702,8.7438,0.22639999999999993,2.5893,6368.54,18104.2219,2.8305,1.21,8.853,4877.552,8.7106,5204.584,8.6183,4798.7608,8.5491,4413.031,8.7415,5381.7127,,,,
20110222,002395.SZ,8.9485,8.9485,8.6476,8.7438,8.9702,-0.22639999999999993,-2.5239,7455.85,21152.9841,3.3137,1.53,8.8424,5266.02,8.7457,5530.284,8.6553,5078.9392,8.5519,4543.4048,8.7168,5325.0507,,,,
20110223,002395.SZ,8.6849,9.0478,8.6849,9.0416,8.7438,0.2978000000000005,3.4058,8774.71,25131.6462,3.8999,1.67,8.8735,6178.106,8.8272,6168.944,8.7094,5544.3738,8.5689,4846.5862,8.7056,5377.214,,,,
20110224,002395.SZ,9.0416,9.1191,8.8865,9.0695,9.0416,0.027899999999998926,0.3086,5688.38,16539.1355,2.5282,0.92,8.9138,6379.748,8.8775,6106.778,8.7662,5689.5985,8.5819,4922.7924,8.6943,5350.29,,,,
20110225,002395.SZ,8.9671,9.0509,8.8462,8.9609,9.0695,-0.10859999999999914,-1.1974,2799.58,8063.2085,1.2443,0.44,8.9572,6217.412,8.8939,5740.826,8.8099,5581.9623,8.6098,4835.07,8.685,5263.2887,,,,
20110228,002395.SZ,8.8927,9.0043,8.5608,9.0043,8.9609,0.043400000000000105,0.4843,17593.07,49439.72,7.8191,2.83,8.964,8462.318,8.9085,6669.935,8.8698,6751.5746,8.6413,5553.8395,8.6841,5665.0203,,,,
20110301,002395.SZ,8.9485,8.9609,8.7779,8.8337,9.0043,-0.1706000000000003,-1.8947,12486.28,35552.4744,5.5495,1.48,8.982,9468.404,8.9122,7367.212,8.8903,7226.67,8.6733,5943.0295,8.6792,5938.6107,,,,
20110302,002395.SZ,8.8368,9.4231,8.8182,9.2773,8.8337,0.4436,5.0217,20089.51,59043.4367,8.9287,2.12,9.0291,11731.364,8.9513,8954.735,8.9273,8275.1631,8.7267,6668.9186,8.6866,6135.648,,,,
20110303,002395.SZ,9.2432,9.3424,9.0261,9.0881,9.2773,-0.1891999999999996,-2.0394,9678.26,28582.3871,4.3014,0.82,9.0329,12529.34,8.9733,9454.544,8.9449,8381.0308,8.7646,6997.5967,8.6828,6106.0603,,,,
20110304,002395.SZ,9.1191,9.1346,8.9175,9.1191,9.0881,0.030999999999998806,0.3411,5409.14,15721.8725,2.4041,0.43,9.0645,13051.252,9.0108,9634.332,8.9697,8373.0023,8.8054,7073.5781,8.689,6088.281,,,,
20110307,002395.SZ,9.1129,9.2246,9.0043,9.0726,9.1191,-0.046499999999999986,-0.5099,6940.83,20341.1742,3.0848,0.53,9.0782,10920.804,9.0211,9691.561,8.9841,8582.7369,8.8404,7274.3767,8.7019,6162.3753,,,,
20110308,002395.SZ,9.116,9.1501,9.0136,9.0943,9.0726,0.02170000000000094,0.2392,5249.31,15341.9037,2.333,0.48,9.1303,9473.41,9.0561,9470.907,9.0015,8626.5169,8.8767,7343.3695,8.7156,6257.089,,,,
20110309,002395.SZ,9.1191,9.3424,9.0819,9.1904,9.0943,0.09609999999999985,1.0567,7631.2,22672.207,3.3916,0.81,9.1129,6981.748,9.071,9356.556,9.0358,8935.7431,8.9147,7506.8148,8.7287,6375.194,,,,
