trade_date,ts_code,open,high,low,close,pre_close,change,pct_chg,vol,amount,turnover_rate,volume_ratio,ma5,ma_v_5,ma10,ma_v_10,ma13,ma_v_13,ma21,ma_v_21,ma30,ma_v_30,ma60,ma_v_60,ma120,ma_v_120
20110104,002138.SZ,8.5096,8.7698,8.3596,8.6504,8.479,0.17140000000000022,2.0215,48667.05,136101.3805,2.9233,1.43,,,,,,,,,,,,,,
20110105,002138.SZ,8.5861,8.7116,8.4208,8.6198,8.6504,-0.03059999999999974,-0.3537,33609.39,94408.2848,2.0189,0.9,,,,,,,,,,,,,,
20110106,002138.SZ,8.5861,8.6014,8.3137,8.3137,8.6198,-0.30609999999999893,-3.5511,22978.94,63348.2965,1.3803,0.58,,,,,,,,,,,,,,
20110107,002138.SZ,8.3872,8.4912,8.2157,8.4361,8.3137,0.12239999999999895,1.4723,33241.28,90601.0217,1.9967,0.93,,,,,,,,,,,,,,
20110110,002138.SZ,8.4025,8.4943,8.1576,8.1606,8.4361,-0.2754999999999992,-3.2657,23948.17,64767.6223,1.4385,0.71,8.4361,32488.966,,,,,,,,,,,,
20110111,002138.SZ,7.9617,8.1178,7.6403,7.775,8.1606,-0.38560000000000016,-4.7251,56435.77,144209.7843,3.39,1.74,8.261,34042.71,,,,,,,,,,,,
20110112,002138.SZ,7.8362,7.9219,7.6801,7.8943,7.775,0.11929999999999996,1.5344,25362.74,64637.9471,1.5235,0.75,8.1159,32393.38,,,,,,,,,,,,
20110113,002138.SZ,7.9158,8.0168,7.7444,7.7444,7.8943,-0.1499000000000006,-1.8988,21588.44,55365.7576,1.2968,0.67,8.0021,32115.28,,,,,,,,,,,,
20110114,002138.SZ,7.7168,8.0015,7.6525,7.9556,7.7444,0.21119999999999983,2.7271,25793.84,66091.8918,1.5494,0.8,7.906,30625.792,,,,,,,,,,,,
20110117,002138.SZ,7.8821,7.8821,7.1597,7.1597,7.9556,-0.7958999999999996,-10.0043,40236.49,97622.9032,2.4169,1.31,7.7058,33883.456,8.071,33186.211,,,,,,,,,,
