trade_date,ts_code,open,high,low,close,pre_close,change,pct_chg,vol,amount,turnover_rate,volume_ratio,ma5,ma_v_5,ma10,ma_v_10,ma13,ma_v_13,ma21,ma_v_21,ma30,ma_v_30,ma60,ma_v_60,ma120,ma_v_120
20120905,002696.SZ,6.9879,7.7093,6.9108,7.7065,6.5804,1.1261,17.1129,197597.05,526120.6153,89.8168,,,,,,,,,,,,,,,
20120906,002696.SZ,7.5854,8.0396,7.332,7.4477,7.7065,-0.2587999999999999,-3.3582,130309.21,360584.7734,59.2315,,,,,,,,,,,,,,,
20120907,002696.SZ,7.5771,7.6459,7.1724,7.5028,7.4477,0.05509999999999948,0.7398,111996.5,300885.7224,50.9075,,,,,,,,,,,,,,,
20120910,002696.SZ,7.3733,8.2544,7.31,8.2544,7.5028,0.7516000000000007,10.0176,123425.04,347944.5374,56.1023,,,,,,,,,,,,,,,
20120911,002696.SZ,8.1057,8.1388,7.7919,7.7919,8.2544,-0.46250000000000036,-5.6031,82423.52,237560.4963,37.4652,,7.7407,129150.264,,,,,,,,,,,,
20120912,002696.SZ,7.8084,8.0259,7.5165,7.6569,7.7919,-0.1349999999999998,-1.7326,64255.52,181447.4425,29.2071,0.5,7.7307,102481.958,,,,,,,,,,,,
20120913,002696.SZ,7.6101,7.8084,7.4835,7.4835,7.6569,-0.1734,-2.2646,56794.17,158298.952,25.8155,0.55,7.7379,87778.95,,,,,,,,,,,,
20120914,002696.SZ,7.5413,7.5854,7.1063,7.1806,7.4835,-0.30290000000000017,-4.0476,62180.24,164329.1859,28.2637,0.71,7.6735,77815.698,,,,,,,,,,,,
20120917,002696.SZ,7.1806,7.2219,6.9714,7.0237,7.1806,-0.15690000000000026,-2.1851,36057.99,92280.7763,16.39,0.46,7.4273,60342.288,,,,,,,,,,,,
20120918,002696.SZ,6.9934,7.12,6.9741,7.0264,7.0237,0.0026999999999999247,0.0384,23593.9,60300.8173,10.7245,0.39,7.2742,48576.364,7.5074,88863.314,,,,,,,,,,
20120919,002696.SZ,7.0264,7.0512,6.7236,6.7952,7.0264,-0.2311999999999994,-3.2904,40519.9,100677.0835,18.4181,0.83,7.1019,43829.24,7.4163,73155.599,,,,,,,,,,
20120920,002696.SZ,6.7704,6.8034,6.3601,6.3601,6.7952,-0.43510000000000026,-6.403,38635.64,92001.767,17.5617,0.88,6.8772,40197.534,7.3075,63988.242,,,,,,,,,,
20120921,002696.SZ,6.3051,6.4317,6.1123,6.1399,6.3601,-0.22020000000000017,-3.4622,34979.19,79599.012,15.8996,0.87,6.6691,34757.324,7.1713,56286.511,7.2592,77135.99,,,,,,,,
20120924,002696.SZ,6.1399,6.2417,5.9802,6.1812,6.1399,0.04129999999999967,0.6726,22989.15,51097.3259,10.4496,0.66,6.5006,32143.556,6.9639,46242.922,7.1419,63704.6131,,,,,,,,
20120925,002696.SZ,6.1757,6.2941,6.0903,6.1013,6.1812,-0.07989999999999942,-1.2926,24470.34,55066.5349,11.1229,0.76,6.3155,32318.844,6.7949,40447.604,7.0383,55563.1615,,,,,,,,
20120926,002696.SZ,6.0573,6.1399,5.8893,5.9031,6.1013,-0.19819999999999993,-3.2485,23390.43,50693.165,10.632,0.72,6.1371,28892.95,6.6195,36361.095,6.9152,48747.31,,,,,,,,
20120927,002696.SZ,5.8398,6.0848,5.8398,6.0242,5.9031,0.12110000000000021,2.0515,22879.09,49678.6161,10.3996,0.79,6.0699,25741.64,6.4736,32969.587,6.7437,41013.0062,,,,,,,,
20120928,002696.SZ,6.016,6.2087,5.9774,6.1289,6.0242,0.10469999999999935,1.738,19942.65,44187.1961,9.0648,0.77,6.0677,22734.332,6.3684,28745.828,6.6158,36206.7854,,,,,,,,
20121008,002696.SZ,6.0848,6.2059,6.0573,6.1096,6.1289,-0.01929999999999943,-0.3149,15073.76,33592.5279,6.8517,0.66,6.0534,21151.254,6.277,26647.405,6.4967,32423.5731,,,,,,,,
20121009,002696.SZ,6.0628,6.2996,6.0628,6.2775,6.1096,0.1678999999999995,2.7481,26053.01,58819.8025,11.8423,1.23,6.0887,21467.788,6.2021,26893.316,6.404,30058.8685,,,,,,,,
20121010,002696.SZ,6.2362,6.2996,6.1702,6.2555,6.2775,-0.02200000000000024,-0.3505,19055.45,43172.6088,8.6616,0.89,6.1591,20600.792,6.1481,24746.871,6.3328,26741.5769,6.8262,56029.6071,,,,,,
20121011,002696.SZ,6.2472,6.2472,5.859,5.8728,6.2555,-0.3826999999999998,-6.1178,30931.62,67916.195,14.0598,1.5,6.1289,22211.298,6.0994,23976.469,6.2443,26347.2408,6.7389,48093.1581,,,,,,
20121012,002696.SZ,5.8453,6.0793,5.7406,6.0545,5.8728,0.1817000000000002,3.0939,36563.69,78764.1434,16.6199,1.65,6.114,25535.506,6.0909,24134.919,6.1695,27344.9169,6.6726,43629.0857,,,,,,
