trade_date,ts_code,open,high,low,close,pre_close,change,pct_chg,vol,amount,turnover_rate,volume_ratio,ma5,ma_v_5,ma10,ma_v_10,ma13,ma_v_13,ma21,ma_v_21,ma30,ma_v_30,ma60,ma_v_60,ma120,ma_v_120
20110104,002039.SZ,12.1755,12.3309,12.0776,12.2273,12.1409,0.08639999999999937,0.7116,12646.1,26814.4959,1.0249,1.43,,,,,,,,,,,,,,
20110105,002039.SZ,12.2215,12.3942,12.0891,12.2791,12.2273,0.05180000000000007,0.4236,9546.39,20402.9228,0.7737,1.05,,,,,,,,,,,,,,
20110106,002039.SZ,12.2964,12.7108,12.2906,12.5612,12.2791,0.2820999999999998,2.2974,14512.26,31659.6117,1.1762,1.6,,,,,,,,,,,,,,
20110107,002039.SZ,12.5669,12.6475,12.2906,12.3539,12.5612,-0.20730000000000004,-1.6503,8886.87,19215.2732,0.7202,0.83,,,,,,,,,,,,,,
20110110,002039.SZ,12.2964,12.3079,11.6113,11.6574,12.3539,-0.6964999999999986,-5.6379,15935.38,32957.1525,1.2915,1.39,12.2158,12305.4,,,,,,,,,,,,
20110111,002039.SZ,11.6056,12.6475,11.5192,12.187,11.6574,0.5295999999999985,4.543,17642.64,37394.4998,1.4299,1.43,12.2077,13304.708,,,,,,,,,,,,
20110112,002039.SZ,12.187,12.3597,11.6459,11.9279,12.187,-0.2591000000000001,-2.126,10499.96,21724.0917,0.851,0.79,12.1375,13495.422,,,,,,,,,,,,
20110113,002039.SZ,11.9855,12.0028,11.8013,11.8301,11.9279,-0.09779999999999944,-0.8199,5132.06,10562.6824,0.4159,0.38,11.9913,11619.382,,,,,,,,,,,,
20110114,002039.SZ,11.8301,11.8301,11.5019,11.5422,11.8301,-0.2879000000000005,-2.4336,5970.01,12002.027,0.4839,0.51,11.8289,11036.01,,,,,,,,,,,,
20110117,002039.SZ,11.4962,11.4962,11.0241,11.0644,11.5422,-0.4778000000000002,-4.1396,7903.05,15428.8232,0.6405,0.72,11.7103,9429.544,11.963,10867.472,,,,,,,,,,
20110118,002039.SZ,10.9493,11.4386,10.9493,11.1393,11.0644,0.0749000000000013,0.6769,3561.37,6902.5398,0.2886,0.38,11.5008,6613.29,11.8542,9958.999,,,,,,,,,,
20110119,002039.SZ,11.0759,11.3523,11.0759,11.3292,11.1393,0.18989999999999974,1.7048,3399.0,6650.662,0.2755,0.51,11.381,5193.098,11.7593,9344.26,,,,,,,,,,
20110120,002039.SZ,11.3004,11.4386,10.909,11.0759,11.3292,-0.2532999999999994,-2.2358,5348.01,10353.3637,0.4335,1.03,11.2302,5236.288,11.6107,8427.835,11.7827,9306.3923,,,,,,,,
20110121,002039.SZ,11.0529,11.335,10.9666,11.312,11.0759,0.23609999999999864,2.1317,5592.98,10858.0451,0.4533,1.07,11.1842,5160.882,11.5065,8098.446,11.7123,8763.8446,,,,,,,,
20110124,002039.SZ,11.312,11.7955,11.2314,11.2717,11.312,-0.040300000000000225,-0.3563,6480.69,12835.56,0.5253,1.26,11.2256,4876.41,11.468,7152.977,11.6348,8528.0215,,,,,,,,
20110125,002039.SZ,11.2832,11.312,11.0011,11.0529,11.2717,-0.21879999999999988,-1.9411,3928.5,7601.7035,0.3184,0.81,11.2083,4949.836,11.3546,5781.563,11.5188,7713.8862,,,,,,,,
20110126,002039.SZ,11.0759,11.3062,11.0587,11.168,11.0529,0.11509999999999998,1.0414,2758.95,5373.8624,0.2236,0.56,11.1761,4821.826,11.2786,5007.462,11.4275,7242.5077,,,,,,,,
20110127,002039.SZ,11.168,11.5825,11.168,11.312,11.168,0.14400000000000013,1.2894,6080.21,11964.5275,0.4928,1.26,11.2233,4968.266,11.2268,5102.277,11.401,6484.4177,,,,,,,,
20110128,002039.SZ,11.3753,11.5019,11.2486,11.4041,11.312,0.09210000000000029,0.8142,5106.79,10081.9899,0.4139,1.03,11.2417,4871.028,11.2129,5015.955,11.3407,5520.1215,,,,,,,,
