trade_date,ts_code,open,high,low,close,pre_close,change,pct_chg,vol,amount,turnover_rate,volume_ratio,ma5,ma_v_5,ma10,ma_v_10,ma13,ma_v_13,ma21,ma_v_21,ma30,ma_v_30,ma60,ma_v_60,ma120,ma_v_120
20170728,603730.SH,23.4817,23.4817,23.4817,23.4817,16.3089,7.172799999999999,43.9809,386.0,1384.968,0.0804,,,,,,,,,,,,,,,
20170731,603730.SH,25.8312,25.8312,25.8312,25.8312,23.4817,2.349499999999999,10.0057,293.7,1159.234,0.0612,,,,,,,,,,,,,,,
20170801,603730.SH,28.4162,28.4162,26.8652,28.4162,25.8312,2.585000000000001,10.0073,193622.38,825083.987,40.338,,,,,,,,,,,,,,,
20170802,603730.SH,27.356,31.034,26.9961,29.4961,28.4162,1.0798999999999985,3.8003,224653.13,1007629.649,46.8027,,,,,,,,,,,,,,,
20170803,603730.SH,28.5406,29.3259,27.3298,27.5982,29.4961,-1.8979,-6.4344,160930.59,688103.999,33.5272,,26.9647,115977.16,,,,,,,,,,,,
20170804,603730.SH,27.0288,27.5916,25.9162,26.3089,27.5982,-1.2892999999999972,-4.6717,136758.94,556208.081,28.4914,1.18,27.5301,143251.748,,,,,,,,,,,,
20170807,603730.SH,26.3874,27.0288,26.1257,26.2435,26.3089,-0.06540000000000035,-0.2486,75533.69,306216.478,15.7362,0.53,27.6126,158299.746,,,,,,,,,,,,
20170808,603730.SH,26.2762,26.466,25.3796,25.6152,26.2435,-0.6282999999999994,-2.3941,83614.91,328093.656,17.4198,0.53,27.0524,136298.252,,,,,,,,,,,,
20170809,603730.SH,25.589,25.7788,25.0065,25.1505,25.6152,-0.46470000000000056,-1.8142,79356.18,306874.743,16.5325,0.58,26.1833,107238.862,,,,,,,,,,,,
20170810,603730.SH,25.0916,25.7068,24.7906,25.3469,25.1505,0.19640000000000057,0.7809,76840.99,297169.992,16.0085,0.72,25.733,90420.942,26.3488,103199.051,,,,,,,,,,
20170811,603730.SH,24.9607,25.1767,24.2277,24.3325,25.3469,-1.014400000000002,-4.0021,73228.61,275079.78,15.256,0.81,25.3377,77714.876,26.4339,110483.312,,,,,,,,,,
20170814,603730.SH,24.3128,24.6073,24.3128,24.4437,24.3325,0.11120000000000019,0.457,50435.67,188314.591,10.5074,0.65,24.9778,72695.272,26.2952,115497.509,,,,,,,,,,
20170815,603730.SH,24.5092,25.0327,24.3783,24.8102,24.4437,0.3664999999999985,1.4994,64711.97,244300.546,13.4817,0.89,24.8168,68914.684,25.9346,102606.468,25.9288,93874.3662,,,,,,,,
20170816,603730.SH,24.8364,25.1767,24.5288,24.9411,24.8102,0.13090000000000046,0.5276,64011.84,243370.105,13.3358,0.93,24.7749,65845.816,25.4791,86542.339,26.0411,98768.6615,,,,,,,,
20170817,603730.SH,24.7906,24.8626,24.6139,24.6728,24.9411,-0.2683,-1.0757,53048.83,200119.819,11.0518,0.81,24.6401,61087.384,25.1865,75754.163,25.952,102826.7485,,,,,,,,
20170818,603730.SH,24.4699,24.4699,24.1558,24.1819,24.6728,-0.4908999999999999,-1.9896,53613.53,198782.486,11.1695,0.88,24.6099,57164.368,24.9738,67439.622,25.6263,92056.8369,,,,,,,,
20170821,603730.SH,24.2736,25.1178,24.1492,24.9935,24.1819,0.8116000000000021,3.3562,70881.41,267514.519,14.767,1.24,24.7199,61253.516,24.8488,66974.394,25.2799,80228.2431,,,,,,,,
20170822,603730.SH,24.9607,25.9031,24.6466,25.3403,24.9935,0.3467999999999982,1.3876,96517.41,372197.058,20.1078,1.58,24.8259,67614.604,24.8213,68264.644,25.1062,75273.3831,,,,,,,,
20170823,603730.SH,24.9018,25.5105,24.7382,24.9607,25.3403,-0.37959999999999994,-1.498,68015.92,261129.169,14.17,1.01,24.8298,68415.42,24.8024,67130.618,25.0025,69985.4585,,,,,,,,
20170824,603730.SH,24.9869,26.1649,24.9869,25.4123,24.9607,0.4515999999999991,1.8092,112071.23,438242.18,23.3482,1.64,24.9777,80219.9,24.8089,70653.642,24.9386,72796.0385,,,,,,,,
20170825,603730.SH,25.0131,26.7343,25.0131,26.1715,25.4123,0.7592000000000034,2.9875,123766.31,489451.659,25.7846,1.54,25.3757,94250.456,24.9928,75707.412,24.9814,75884.6077,25.6071,88680.6305,,,,,,
20170828,603730.SH,26.178,27.1531,25.8312,26.7866,26.1715,0.6150999999999982,2.3503,128018.16,517624.291,26.6705,1.36,25.7343,105677.806,25.2271,83465.661,25.1072,79627.8369,25.7645,94758.3524,,,,,,
20170829,603730.SH,26.8325,28.4228,26.5052,26.9699,26.7866,0.18329999999999913,0.6843,170632.67,717307.315,35.5485,1.61,26.0602,120500.858,25.4431,94057.731,25.2321,86842.5815,25.8187,102869.7319,,,,,,
20170830,603730.SH,26.5052,26.9437,25.9228,26.0013,26.9699,-0.9685999999999986,-3.5914,110421.53,443599.327,23.0045,0.92,26.2683,128981.98,25.5491,98698.7,25.3604,89703.5754,25.7037,98907.7867,,,,,,
20170831,603730.SH,26.0209,26.8652,26.0144,26.7605,26.0013,0.7591999999999999,2.9199,89085.84,360585.161,18.5596,0.69,26.538,124384.902,25.7578,102302.401,25.5387,92676.6654,25.5734,92452.2014,,,,,,
20170901,603730.SH,26.7997,27.1401,26.1846,26.3678,26.7605,-0.3927000000000014,-1.4675,71685.73,290264.71,14.9345,0.58,26.5772,113968.786,25.9764,104109.621,25.6585,93213.1085,25.5148,88202.4462,,,,,,
20170904,603730.SH,26.2238,26.3024,25.4254,25.5301,26.3678,-0.8376999999999981,-3.177,68409.62,268186.876,14.252,0.6,26.3259,102047.078,26.0301,103862.442,25.7038,93551.3992,25.4778,84947.7167,,,,,,
20170905,603730.SH,25.589,25.8835,25.4777,25.5759,25.5301,0.04579999999999984,0.1794,42185.64,165295.655,8.7887,0.41,26.0471,76357.672,26.0537,98429.265,25.7733,92715.7692,25.446,83359.7143,,,,,,
20170906,603730.SH,25.3272,25.8704,24.8887,25.7461,25.5759,0.1701999999999977,0.6655,65533.49,253099.779,13.6528,0.86,25.9961,67380.064,26.1322,98181.022,25.8936,93632.6892,25.4522,82498.6943,,,,,,
20170907,603730.SH,25.5825,25.9359,25.3992,25.4581,25.7461,-0.2879999999999967,-1.1186,53405.82,209651.249,11.1262,0.79,25.7356,60244.06,26.1368,92314.481,25.9293,92288.4131,25.4668,81262.9629,25.7648,88722.3913,,,,
20170908,603730.SH,25.4254,25.7134,25.1571,25.3796,25.4581,-0.07850000000000179,-0.3083,44177.6,171407.862,9.2037,0.73,25.538,54742.434,26.0576,84355.61,25.9323,88262.2738,25.4684,79707.5633,25.8281,90182.1113,,,,
20170911,603730.SH,25.3992,26.3089,25.3992,26.3024,25.3796,0.9227999999999987,3.636,68541.81,272167.472,14.2795,1.25,25.6924,54768.872,26.0092,78407.975,26.0355,88302.7269,25.5622,79484.3824,25.8438,92457.0483,,,,
20170912,603730.SH,26.3089,26.3154,25.4254,25.5694,26.3024,-0.732999999999997,-2.7868,62195.64,245676.508,12.9574,1.14,25.6911,58770.872,25.8691,67564.272,26.0476,84466.1431,25.6158,80044.381,25.7489,88076.157,,,,
20170913,603730.SH,25.3927,26.106,25.2945,25.8639,25.5694,0.2944999999999993,1.1518,41586.72,164121.814,8.6639,0.71,25.7147,53981.518,25.8554,60680.791,26.024,78144.6362,25.666,78943.1786,25.6278,81973.9433,,,,
20170914,603730.SH,25.8181,26.0733,25.5628,25.6414,25.8639,-0.22250000000000014,-0.8603,34506.77,136128.092,7.1889,0.64,25.7513,50201.708,25.7435,55222.884,25.9359,70951.4523,25.6993,77538.1752,25.5626,77759.816,,,,
20170915,603730.SH,25.661,25.7723,25.0,25.1636,25.6414,-0.477800000000002,-1.8634,34234.91,132194.394,7.1323,0.68,25.7081,48213.17,25.623,51477.802,25.7969,60459.3169,25.7227,76642.2743,25.5244,74342.3483,,,,
20170918,603730.SH,25.0393,25.3207,24.9673,25.288,25.1636,0.1244000000000014,0.4944,22595.8,86969.472,4.7075,0.47,25.5053,39023.968,25.5988,46896.42,25.7421,53703.4915,25.7754,75165.2395,25.4926,72577.752,,,,
20170919,603730.SH,25.3665,25.4188,25.1047,25.1767,25.288,-0.11129999999999995,-0.4401,21809.23,84098.902,4.5436,0.56,25.4267,30946.686,25.5589,44858.779,25.6202,48528.3677,25.7841,72828.469,25.478,70517.5627,,,,
20170920,603730.SH,25.1636,25.6545,25.1113,25.5955,25.1767,0.41880000000000095,1.6634,34877.91,135646.088,7.2662,1.13,25.373,29604.924,25.5439,41793.221,25.5608,45696.9969,25.7963,69893.2548,25.4928,69034.9537,,,,
20170921,603730.SH,25.5563,25.733,25.2749,25.3141,25.5955,-0.2814000000000014,-1.0994,28854.0,112633.803,6.0113,0.97,25.3076,28474.37,25.5295,39338.039,25.5442,42654.2569,25.8131,68028.4014,25.4917,67435.3873,,,,
20170922,603730.SH,25.1963,26.394,25.1374,26.1257,25.3141,0.8115999999999985,3.2061,76144.41,302744.213,15.8634,2.67,25.5,36856.27,25.6041,42534.72,25.5865,45266.47,25.8471,66317.6005,25.5515,67532.5807,,,,
20170925,603730.SH,25.9817,26.3547,25.6741,25.733,26.1257,-0.39269999999999783,-1.5031,41715.54,165568.858,8.6907,1.13,25.589,40680.218,25.5471,39852.093,25.5855,43434.32,25.8262,62410.421,25.5945,67241.9097,,,,
20170926,603730.SH,25.7199,25.8246,24.5812,25.0262,25.733,-0.7068000000000012,-2.7467,52058.41,198804.734,10.8455,1.28,25.5589,46730.054,25.4928,38838.37,25.5523,43330.6731,25.7423,58793.29,25.6017,66820.1243,,,,
20170927,603730.SH,24.9215,25.0982,24.7579,25.0,25.0262,-0.026199999999999335,-0.1047,22579.32,86120.826,4.704,0.48,25.4398,44270.336,25.4064,36937.63,25.5231,41669.2669,25.6485,51743.1305,25.6036,65439.0403,,,,
20170928,603730.SH,24.9869,25.0851,24.6793,24.9149,25.0,-0.08510000000000062,-0.3404,24287.66,92355.581,5.0599,0.55,25.36,43357.068,25.3338,35915.719,25.4163,38265.1015,25.5968,47641.5176,25.6117,64480.3347,,,,
20170929,603730.SH,25.0,25.1113,24.8364,25.0393,24.9149,0.1244000000000014,0.4993,22732.67,86760.98,4.736,0.52,25.1427,32674.72,25.3213,34765.495,25.3756,35229.4885,25.5148,44481.8429,25.6403,63450.9727,,,,
20171009,603730.SH,25.2029,25.3599,25.0785,25.216,25.0393,0.1767000000000003,0.7057,20830.94,80225.205,4.3398,0.64,25.0393,28497.8,25.3141,34589.009,25.3257,33632.89,25.46,42060.1862,25.6477,61782.6237,,,,
20171010,603730.SH,25.2421,25.6217,25.0393,25.5628,25.216,0.3467999999999982,1.3753,29848.38,115609.842,6.2184,1.05,25.1466,24055.794,25.3527,35392.924,25.3197,33274.5523,25.4616,40223.9367,25.6551,59560.3227,,,,
20171011,603730.SH,25.6872,25.7199,25.2618,25.3861,25.5628,-0.1767000000000003,-0.6912,26386.73,102496.85,5.4972,1.1,25.2238,24817.276,25.3318,34543.806,25.3368,32670.8462,25.4525,39471.6076,25.6693,58172.683,,,,
20171012,603730.SH,25.3796,25.517,25.0654,25.445,25.3861,0.058900000000001285,0.232,24376.74,94330.027,5.0785,0.98,25.3298,24835.092,25.3449,34096.08,25.3489,32807.8415,25.4382,37511.7624,25.6704,55249.5333,,,,
20171013,603730.SH,25.4647,26.1518,25.4647,25.8377,25.445,0.3927000000000014,1.5433,51945.8,205610.986,10.822,2.09,25.4895,30677.718,25.3161,31676.219,25.3997,35126.0392,25.4563,37442.2376,25.6593,52855.5163,,,,
20171016,603730.SH,25.7395,25.7526,24.8757,24.9411,25.8377,-0.896600000000003,-3.4701,40837.01,157427.523,8.5077,1.33,25.4345,34678.932,25.2369,31588.366,25.3494,35584.4315,25.4354,37283.1619,25.5977,49949.478,,,,
20171017,603730.SH,24.9476,25.3076,24.8691,25.1832,24.9411,0.24210000000000065,0.9707,18476.89,70887.193,3.8494,0.53,25.3586,32404.634,25.2526,28230.214,25.3393,34786.1923,25.3821,34899.1181,25.5382,44877.6187,,,,
20171018,603730.SH,25.1963,25.2291,24.4568,24.4961,25.1832,-0.6871000000000009,-2.7284,35056.09,132853.546,7.3034,1.08,25.1806,34138.506,25.2022,29477.891,25.214,31625.5523,25.331,33606.7586,25.488,42365.4373,,,,
20171019,603730.SH,24.5026,24.6073,24.0707,24.267,24.4961,-0.22909999999999897,-0.9353,21783.02,80938.811,4.5381,0.64,24.945,33619.762,25.1374,29227.427,25.1012,30092.2815,25.2549,32663.7252,25.4049,40122.01,,,,
20171020,603730.SH,24.2866,24.6662,24.2866,24.6139,24.267,0.34690000000000154,1.4295,16528.16,61929.169,3.4434,0.49,24.7003,26536.234,25.0949,28606.976,25.0695,27359.1854,25.206,31807.601,25.3464,38283.4243,,,,
20171023,603730.SH,24.6597,24.9542,24.5288,24.8037,24.6139,0.1897999999999982,0.7711,16669.17,63229.179,3.4727,0.63,24.6728,21702.666,25.0537,28190.799,25.0544,26904.5585,25.1889,30971.1371,25.3222,36558.7427,,,,
20171024,603730.SH,24.8364,24.856,24.2343,24.4241,24.8037,-0.37959999999999994,-1.5304,20528.22,76626.548,4.2767,0.95,24.521,22112.932,24.9398,27258.783,25.0166,26615.3708,25.1477,30872.681,25.2838,35836.8287,,,,
20171025,603730.SH,24.411,24.7251,24.2997,24.6793,24.4241,0.2552000000000021,1.0449,17041.13,64086.104,3.5502,0.77,24.5576,18509.94,24.8691,26324.223,24.9889,26177.56,25.124,30645.6286,25.2483,34220.4167,,,,
20171026,603730.SH,24.6597,24.7971,24.5419,24.7775,24.6793,0.09819999999999851,0.3979,17791.76,67157.784,3.7066,0.96,24.6597,17711.688,24.8024,25665.725,24.9552,25943.7769,25.0851,29832.0024,25.2256,33033.2813,25.4952,60877.8363,,
20171027,603730.SH,24.6793,25.1178,24.6793,25.0393,24.7775,0.2618000000000009,1.0566,31117.77,118950.167,6.4829,1.76,24.7448,20629.61,24.7225,23582.922,24.9149,26041.4223,25.072,29939.801,25.2142,32597.9537,25.5212,61390.0325,,
20171030,603730.SH,25.0982,25.144,24.3455,24.712,25.0393,-0.32730000000000103,-1.3071,26354.73,99452.293,5.4906,1.28,24.7264,22566.722,24.6996,22134.694,24.8631,26038.9608,25.0047,27568.8638,25.1612,31191.7177,25.5025,61824.383,,
20171031,603730.SH,24.9804,26.7605,24.9804,26.0209,24.712,1.3089000000000013,5.2966,83837.84,332434.327,17.4662,3.72,25.0458,35228.646,24.7834,28670.789,24.9074,30612.8915,25.0184,29574.6876,25.1763,31913.1243,25.4626,59994.6407,,
20171101,603730.SH,27.1073,28.0432,26.4071,27.5196,26.0209,1.4986999999999995,5.7596,144787.06,600969.574,30.164,4.11,25.6139,60777.832,25.0857,39643.886,25.0367,37754.5269,25.1371,33990.3376,25.2315,35353.1357,25.4296,58663.5395,,
