trade_date,ts_code,open,high,low,close,pre_close,change,pct_chg,vol,amount,turnover_rate,volume_ratio,ma5,ma_v_5,ma10,ma_v_10,ma13,ma_v_13,ma21,ma_v_21,ma30,ma_v_30,ma60,ma_v_60,ma120,ma_v_120
20110104,000065.SZ,5.1884,5.3526,5.1345,5.2691,5.1614,0.10769999999999946,2.0866,22466.14,43786.8786,1.3831,1.78,,,,,,,,,,,,,,
20110105,000065.SZ,5.2476,5.3418,5.2045,5.2961,5.2691,0.027000000000000135,0.5124,13765.88,27064.1109,0.8475,0.91,,,,,,,,,,,,,,
20110106,000065.SZ,5.2772,5.3795,5.2691,5.3015,5.2961,0.005399999999999849,0.102,8844.18,17486.5852,0.5445,0.54,,,,,,,,,,,,,,
20110107,000065.SZ,5.3068,5.5168,5.3068,5.3876,5.3015,0.08610000000000007,1.6241,17900.85,35991.6705,1.102,1.08,,,,,,,,,,,,,,
20110111,000065.SZ,5.2234,5.253,5.1237,5.253,5.3876,-0.13459999999999983,-2.4983,9059.69,17486.9419,0.5577,0.5,5.3015,14407.348,,,,,,,,,,,,
20110112,000065.SZ,5.2503,5.3311,5.2234,5.288,5.253,0.03500000000000014,0.6663,4313.16,8452.3006,0.2655,0.3,5.3052,10776.752,,,,,,,,,,,,
20110113,000065.SZ,5.3715,5.3715,5.2664,5.288,5.288,0.0,0.0,5743.44,11302.1576,0.3536,0.53,5.3036,9172.264,,,,,,,,,,,,
20110114,000065.SZ,5.2772,5.3068,5.148,5.1695,5.288,-0.11850000000000005,-2.2409,6589.99,12733.7413,0.4057,0.72,5.2772,8721.426,,,,,,,,,,,,
20110117,000065.SZ,5.1211,5.1668,4.7118,4.7926,5.1695,-0.3769,-7.2908,10653.55,19426.6347,0.6559,1.22,5.1582,7271.966,,,,,,,,,,,,
20110118,000065.SZ,4.7091,4.7657,4.7091,4.7468,4.7926,-0.04579999999999984,-0.9556,6160.66,10831.2572,0.3793,0.85,5.057,6692.16,5.1792,10549.754,,,,,,,,,,
20110119,000065.SZ,4.7145,4.8653,4.7145,4.8518,4.7468,0.10499999999999954,2.212,6470.45,11562.4855,0.3983,0.97,4.9697,7123.618,5.1375,8950.185,,,,,,,,,,
20110120,000065.SZ,4.8383,4.8383,4.5799,4.631,4.8518,-0.22079999999999966,-4.5509,11972.29,20854.321,0.737,1.68,4.8383,8369.388,5.071,8770.826,,,,,,,,,,
20110121,000065.SZ,4.658,4.6956,4.5368,4.6014,4.631,-0.029600000000000293,-0.6392,9534.02,16348.0945,0.5869,1.14,4.7247,8958.194,5.001,8839.81,5.0674,10267.2538,,,,,,,,
20110124,000065.SZ,4.6068,4.6983,4.3672,4.3833,4.6014,-0.21809999999999974,-4.7399,9586.37,16021.7465,0.5902,1.07,4.6429,8744.758,4.9005,8008.362,4.9993,9276.5023,,,,,,,,
20110125,000065.SZ,4.3483,4.4426,4.2433,4.3079,4.3833,-0.07540000000000013,-1.7202,8466.51,13551.4863,0.5212,0.97,4.5551,9205.928,4.806,7949.044,4.9233,8868.8585,,,,,,,,
20110126,000065.SZ,4.386,4.4156,4.3106,4.3914,4.3079,0.08349999999999991,1.9383,4751.74,7737.931,0.2925,0.52,4.463,8862.186,4.7164,7992.902,4.8533,8554.0554,,,,,,,,
20110127,000065.SZ,4.3833,4.491,4.3268,4.491,4.3914,0.09959999999999969,2.2681,7589.69,12549.3001,0.4672,0.86,4.435,7985.666,4.6367,8177.527,4.7843,7760.8892,,,,,,,,
20110128,000065.SZ,4.4695,4.9003,4.4102,4.841,4.491,0.35000000000000053,7.7934,21253.42,37299.5871,1.3084,2.66,4.4829,10329.546,4.6038,9643.87,4.7526,8698.8685,,,,,,,,
20110131,000065.SZ,4.7926,4.9568,4.728,4.9003,4.841,0.059299999999999464,1.225,10988.04,19794.8136,0.6764,1.06,4.5863,10609.88,4.6146,9677.319,4.7228,9212.3208,,,,,,,,
20110201,000065.SZ,4.9272,4.9514,4.763,4.8033,4.9003,-0.09699999999999953,-1.9795,6636.53,11848.5258,0.4086,0.63,4.6854,10243.884,4.6202,9724.906,4.6855,9281.02,,,,,,,,
20110209,000065.SZ,4.7926,4.8195,4.693,4.728,4.8033,-0.07530000000000037,-1.5677,5555.82,9789.9477,0.342,0.54,4.7527,10404.7,4.6079,9633.443,4.6515,9201.4685,4.8916,9919.1629,,,,,,
20110210,000065.SZ,4.728,4.8168,4.658,4.8087,4.728,0.08070000000000022,1.7069,7643.23,13524.6862,0.4705,0.73,4.8163,10415.408,4.6256,9200.537,4.6528,8969.9054,4.8696,9213.31,,,,,,
20110211,000065.SZ,4.7926,5.0672,4.7791,5.0134,4.8087,0.20469999999999988,4.2569,14961.64,27658.9311,0.9211,1.44,4.8507,9157.052,4.6668,9743.299,4.6733,9646.9038,4.8562,9270.251,,,,,,
20110214,000065.SZ,5.0295,5.1103,4.9703,5.0564,5.0134,0.04300000000000015,0.8577,17964.04,33560.2636,1.1059,1.96,4.882,10552.252,4.7341,10581.066,4.689,10531.0262,4.8445,9704.53,,,,,,
20110215,000065.SZ,5.0834,5.2557,5.0322,5.1103,5.0564,0.053899999999999615,1.066,22660.5,43440.8117,1.395,2.15,4.9434,13757.046,4.8144,12000.465,4.7259,11353.1962,4.8313,9931.18,,,,,,
20110216,000065.SZ,5.1049,5.2234,5.0241,5.1749,5.1103,0.06460000000000043,1.2641,11334.52,21676.4944,0.6978,0.82,5.0327,14912.786,4.8927,12658.743,4.77,11491.6962,4.8276,10039.5052,,,,,,
20110217,000065.SZ,5.1776,5.1803,5.0618,5.1372,5.1749,-0.03770000000000007,-0.7285,12528.22,23770.1908,0.7713,0.84,5.0984,15889.784,4.9573,13152.596,4.828,11717.9923,4.8204,10430.6986,,,,,,
20110218,000065.SZ,5.1211,5.1426,5.0026,5.0187,5.1372,-0.11850000000000005,-2.3067,9871.19,18506.0967,0.6077,0.62,5.0995,14871.694,4.9751,12014.373,4.8827,11826.0446,4.8076,10627.2581,,,,,,
20110221,000065.SZ,4.9864,5.1076,4.9541,5.0699,5.0187,0.05119999999999969,1.0202,7487.81,14056.1318,0.461,0.5,5.1022,12776.448,4.9921,11664.35,4.9349,12036.5115,4.8028,10670.0114,,,,,,
