trade_date,ts_code,open,high,low,close,pre_close,change,pct_chg,vol,amount,turnover_rate,volume_ratio,ma5,ma_v_5,ma10,ma_v_10,ma13,ma_v_13,ma21,ma_v_21,ma30,ma_v_30,ma60,ma_v_60,ma120,ma_v_120
20110104,600208.SH,4.5773,4.8719,4.5169,4.7586,4.532,0.22660000000000036,5.0,316667.18,197839.385,0.617,1.62,,,,,,,,,,,,,,
20110105,600208.SH,4.7209,4.9097,4.6906,4.7888,4.7586,0.030199999999999783,0.6346,257147.32,164221.363,0.5011,1.33,,,,,,,,,,,,,,
20110107,600208.SH,4.9097,5.0985,4.7964,4.8493,4.7888,0.06050000000000022,1.2634,529870.73,348224.17,1.0325,2.66,,,,,,,,,,,,,,
20110110,600208.SH,4.8191,4.9777,4.7284,4.736,4.8493,-0.11330000000000062,-2.3364,268865.08,171799.966,0.5239,0.97,,,,,,,,,,,,,,
20110111,600208.SH,4.6831,4.9021,4.6755,4.8568,4.736,0.12080000000000002,2.5507,252352.49,161118.446,0.4917,0.81,4.7979,324980.56,,,,,,,,,,,,
20110112,600208.SH,4.8719,5.0079,4.8039,4.8568,4.8568,0.0,0.0,378766.43,246783.82,0.738,1.17,4.8175,337400.41,,,,,,,,,,,,
20110113,600208.SH,4.8719,4.9097,4.7133,4.736,4.8568,-0.12080000000000002,-2.4872,254835.25,161013.768,0.4965,0.76,4.807,336937.996,,,,,,,,,,,,
20110114,600208.SH,4.6982,4.6982,4.5471,4.5925,4.736,-0.14349999999999952,-3.03,225762.27,138466.927,0.4399,0.67,4.7556,276116.304,,,,,,,,,,,,
20110117,600208.SH,4.6,4.6227,4.3054,4.3281,4.5925,-0.2644000000000002,-5.7572,217018.45,127115.081,0.4229,0.79,4.674,265746.978,,,,,,,,,,,,
20110118,600208.SH,4.3507,4.3961,4.313,4.3583,4.3281,0.030199999999999783,0.6978,121302.53,69993.217,0.2364,0.46,4.5743,239536.986,4.6861,282258.773,,,,,,,,,,
