trade_date,ts_code,open,high,low,close,pre_close,change,pct_chg,vol,amount,turnover_rate,volume_ratio,ma5,ma_v_5,ma10,ma_v_10,ma13,ma_v_13,ma21,ma_v_21,ma30,ma_v_30,ma60,ma_v_60,ma120,ma_v_120
20110104,600499.SH,11.1993,11.33,11.0594,11.1947,11.1247,0.06999999999999851,0.6292,57656.71,138270.055,0.9635,0.9,,,,,,,,,,,,,,
20110105,600499.SH,11.204,11.526,11.0734,11.2507,11.1947,0.05600000000000094,0.5002,62384.2,151719.561,1.0426,1.1,,,,,,,,,,,,,,
20110106,600499.SH,11.246,11.2693,10.6907,10.7887,11.2507,-0.46199999999999974,-4.1064,87798.95,205865.16,1.4673,1.58,,,,,,,,,,,,,,
20110107,600499.SH,10.7747,10.9054,10.588,10.8167,10.7887,0.02800000000000047,0.2595,76764.44,176547.469,1.2829,1.22,,,,,,,,,,,,,,
20110110,600499.SH,10.8027,10.8727,10.5367,10.5694,10.8167,-0.24730000000000096,-2.2863,33245.92,75885.355,0.5556,0.48,10.924,63570.044,,,,,,,,,,,,
20110111,600499.SH,10.4761,10.6814,10.4574,10.6534,10.5694,0.08399999999999963,0.7947,33108.94,75224.108,0.5533,0.52,10.8158,58660.49,,,,,,,,,,,,
20110112,600499.SH,10.6674,10.7234,10.4854,10.616,10.6534,-0.03739999999999988,-0.3511,28999.33,65741.442,0.4846,0.49,10.6888,51983.516,,,,,,,,,,,,
20110113,600499.SH,10.5927,10.8494,10.5927,10.7747,10.616,0.15869999999999962,1.4949,33469.55,77008.595,0.5593,0.64,10.686,41117.636,,,,,,,,,,,,
20110114,600499.SH,10.7747,10.7747,9.6968,9.6968,10.7747,-1.0778999999999996,-10.004,126759.76,272856.83,2.1184,3.08,10.4621,51116.7,,,,,,,,,,,,
20110117,600499.SH,9.4028,9.6594,8.8661,9.5474,9.6968,-0.14939999999999998,-1.5407,140410.53,278958.993,2.3465,2.75,10.2577,72549.622,10.5908,68059.833,,,,,,,,,,
20110118,600499.SH,9.1928,9.4961,9.1928,9.3888,9.5474,-0.15859999999999985,-1.6612,28980.34,58317.353,0.4843,0.4,10.0047,71723.902,10.4103,65192.196,,,,,,,,,,
20110119,600499.SH,9.3048,9.6594,9.3048,9.5988,9.3888,0.21000000000000085,2.2367,56635.89,115460.028,0.9465,0.79,9.8013,77251.214,10.2451,64617.365,,,,,,,,,,
20110120,600499.SH,9.5988,9.6128,9.0528,9.1741,9.5988,-0.4247000000000014,-4.4245,41400.21,82610.691,0.6919,0.54,9.4812,78837.346,10.0836,59977.491,10.3131,62124.2131,,,,,,,,
20110121,600499.SH,9.1648,9.3328,8.9595,9.1601,9.1741,-0.013999999999999346,-0.1526,50489.24,99059.943,0.8438,0.64,9.3738,63583.242,9.9179,57349.971,10.1566,61572.8692,,,,,,,,
20110124,600499.SH,9.2395,9.3048,8.4928,8.5722,9.1601,-0.5878999999999994,-6.4181,65691.58,123227.694,1.0978,1.03,9.1788,48639.452,9.7182,60594.537,9.9505,61827.2831,,,,,,,,
20110125,600499.SH,8.5862,8.7868,8.5488,8.7495,8.5722,0.1772999999999989,2.0683,28309.28,52741.222,0.4731,0.58,9.0509,48505.24,9.5278,60114.571,9.7937,57251.1546,,,,,,,,
20110126,600499.SH,8.8148,9.0341,8.8102,8.9921,8.7495,0.24260000000000126,2.7727,21376.28,40802.68,0.3572,0.44,8.9296,41453.318,9.3654,59352.266,9.6533,52990.5269,,,,,,,,
20110127,600499.SH,8.9595,9.4028,8.7728,9.2488,8.9921,0.2566999999999986,2.8547,33119.05,65059.938,0.5535,0.8,8.9445,39797.086,9.2129,59317.216,9.5517,52980.7677,,,,,,,,
20110128,600499.SH,9.2301,9.4728,9.1928,9.3795,9.2488,0.13070000000000093,1.4132,34711.14,69638.943,0.5801,0.87,8.9884,36641.466,9.1811,50112.354,9.4538,53104.0138,,,,,,,,
20110131,600499.SH,9.2861,9.4914,9.2861,9.3795,9.3795,0.0,0.0,34677.37,69657.651,0.5795,0.95,9.1499,30438.624,9.1643,39539.038,9.3586,53540.7862,,,,,,,,
20110201,600499.SH,9.3888,9.7294,9.3421,9.5521,9.3795,0.1725999999999992,1.8402,27991.41,57398.894,0.4678,0.92,9.3104,30375.05,9.1807,39440.145,9.2646,53119.3908,9.8621,52570.4819,,,,,,
